276725,2970,0
276727,11055,0
276744,9297,7
276746,2033,0
276746,231,0
276746,1006,0
276746,598,0
276747,4788,9
276747,7158,0
276747,1840,9
276747,6280,8
276754,1989,8
276755,104,5
276762,7822,5
276762,6100,0
276762,4891,8
276788,2241,8
276788,5511,7
276796,170,5
276798,3223,6
276800,7101,0
276800,2785,0
276800,8414,0
276804,1816,0
276811,5735,10
276822,1029,9
276828,5688,0
276828,9736,0
276830,13926,9
276832,1533,0
276832,1713,5
276837,4765,5
276838,4345,0
276840,7411,0
276847,679,0
276847,12841,0
276847,14437,7
276847,8275,10
276847,5736,10
276847,5046,8
276847,13611,6
276847,5217,7
276848,3859,0
276848,5798,0
276848,3231,0
276850,11130,7
276856,726,0
276859,10768,0
276861,10787,10
276862,6065,0
276866,8843,0
276866,1278,0
276866,1773,0
276866,13029,0
276869,2488,0
276872,9527,8
276875,3180,0
276875,7914,6
276875,5764,0
276878,2138,6
276884,4635,0
276887,10044,5
276887,6094,0
276887,3001,9
276888,8754,6
276888,5271,0
276889,7939,0
276896,2888,10
276904,5735,10
276911,7220,9
276925,3745,10
276925,12740,0
276925,4350,0
276925,412,0
276925,4141,0
276925,749,8
276925,404,0
276925,334,0
276925,3919,0
276925,13322,0
276925,13317,0
276925,2996,0
276925,68,0
276925,27,0
276925,14105,0
276925,69,0
276925,4361,0
276925,5088,0
276925,14553,0
276925,3946,0
276925,431,0
276925,7112,0
276925,7084,0
276925,4355,10
276925,9662,0
276928,4212,5
276928,3244,0
276928,11682,0
276928,7297,10
276929,1181,0
276929,6360,0
276929,5437,0
276929,9560,0
276929,9649,0
276929,7771,0
276929,14550,0
276929,3531,5
276929,5681,10
276929,12723,2
276936,3231,5
276939,2146,0
276939,27,0
276939,5358,7
276939,820,9
276939,10568,9
276939,5592,0
276953,38,10
276953,14127,7
276954,27,0
276954,14475,0
276957,3124,6
276964,7087,10
276964,7813,0
276964,5154,5
276964,5549,9
276964,7024,0
276964,1989,8
276964,3690,0
276964,2254,10
276964,6565,7
276984,12340,0
276984,13243,9
276984,11672,9
276984,2691,9
276986,672,10
276986,4733,10
276986,9924,10
276988,9270,8
276988,1488,8
276989,5129,0
276994,8842,6
276994,4629,7
276994,12528,0
276994,9513,6
276994,5105,2
276994,355,8
276997,10533,0
276998,1480,8
277009,4568,9
277018,1539,7
277032,3301,8
277036,2259,9
277036,3272,9
277042,9219,0
277042,12715,0
277042,4290,8
277042,6200,0
277042,2385,0
277042,229,7
277042,2870,8
277042,8736,0
277042,6405,9
277042,1109,0
277042,6053,0
277042,4737,0
277042,4083,8
277042,27,2
277048,10395,7
277048,1276,0
277051,6351,10
277051,1282,10
277051,3932,7
277051,1051,0
277051,1996,0
277072,879,9
277087,6975,0
277094,9336,10
277096,801,7
277107,2645,10
277109,1765,0
277109,4067,5
277114,6404,0
277116,12840,8
277123,175,0
277124,12366,9
277124,5666,9
277124,1075,5
277135,11321,8
277139,10550,0
277143,12715,0
277143,5092,10
277143,2233,9
277143,1713,0
277143,9788,0
277143,6710,0
277157,11777,0
277157,10833,0
277157,4272,0
277157,2415,7
277157,2385,0
277157,7033,7
277157,5017,7
277157,3195,7
277157,7745,0
277157,5005,8
277157,6791,0
277157,6030,0
277157,9861,0
277157,9865,0
277157,6788,0
277157,12351,0
277157,7945,7
277157,13362,5
277157,243,7
277157,27,0
277165,14069,7
277168,2384,0
277168,53,0
277168,9417,0
277168,4086,0
277168,1536,4
277168,6471,0
277170,6044,0
277170,13182,0
277170,1867,0
277170,11837,9
277171,6687,0
277171,4487,0
277171,10439,0
277171,7722,7
277171,1984,0
277171,11477,0
277171,7941,9
277171,14608,9
277171,5981,0
277179,5653,10
277183,8963,0
277187,7257,0
277187,5947,0
277187,7134,0
277187,10189,0
277187,128,0
277187,6871,9
277195,10618,10
277195,3334,0
277195,1976,0
277195,3028,0
277195,1224,0
277195,412,0
277195,170,10
277195,8787,0
277195,37,0
277195,10523,0
277195,5839,0
277195,2055,0
277195,13807,0
277195,4771,0
277195,67,0
277195,1500,0
277195,1805,0
277195,1135,0
277195,229,0
277195,3735,0
277195,1865,0
277195,1027,0
277195,6915,0
277195,4128,0
277195,1102,0
277195,13781,10
277195,1780,0
277195,11973,0
277195,2642,0
277195,488,10
277195,1053,0
277195,9928,0
277195,6871,0
277195,3113,0
277195,8975,0
277195,3604,0
277195,4002,0
277195,2632,0
277195,3240,0
277195,4769,0
277196,14357,10
277196,4295,0
277196,642,0
277197,1733,8
277197,4473,7
277197,8056,8
277197,764,0
277197,509,6
277203,1643,0
277203,3782,9
277203,10040,8
277203,239,10
277212,309,8
277228,11497,6
277228,11751,0
277229,1022,7
277230,3551,7
277230,1351,5
277231,8034,0
277235,7552,6
277235,4473,10
277237,5039,7
277244,1081,0
277244,10178,0
277245,4831,0
277246,235,10
277253,6360,9
277257,2249,8
277261,5666,7
277265,11222,10
277272,13330,7
277272,5428,0
277272,13332,0
277272,10258,4
277288,5790,0
277293,7069,4
277315,407,8
277315,137,5
277330,7556,0
277338,6502,0
277363,1584,1
277363,566,8
277364,8358,5
277375,3223,0
277378,13718,0
277378,525,7
277378,2385,0
277378,3206,0
277378,5479,0
277378,5611,4
277378,10175,0
277378,14711,0
277378,8497,0
277378,6919,0
277378,753,7
277378,1938,0
277378,1358,0
277378,2626,6
277378,3451,0
277378,4584,0
277378,9924,0
277378,14012,0
277378,5981,5
277378,7025,0
277378,27,0
277397,14199,8
277408,10620,0
277411,309,0
277413,412,0
277427,3745,10
277427,1288,0
277427,2715,0
277427,9406,0
277427,575,0
277427,1400,0
277427,1374,0
277427,1487,0
277427,671,9
277427,6653,0
277427,10308,0
277427,74,0
277427,7868,0
277427,7552,0
277427,360,0
277427,14441,0
277427,5877,0
277427,7434,0
277427,3944,0
277427,2871,0
277427,4276,0
277427,2004,0
277427,2424,0
277427,412,0
277427,834,8
277427,1119,0
277427,11360,0
277427,211,0
277427,7021,0
277427,3235,0
277427,3359,0
277427,1388,0
277427,11416,0
277427,975,0
277427,4281,0
277427,1991,10
277427,1567,0
277427,6299,0
277427,4299,0
277427,2041,0
277427,274,9
277427,1643,0
277427,558,0
277427,217,0
277427,13321,0
277427,4506,9
277427,2555,9
277427,2982,0
277427,2294,0
277427,1796,9
277427,2059,0
277427,484,9
277427,749,8
277427,783,8
277427,5894,0
277427,683,0
277427,1760,9
277427,10179,0
277427,2033,0
277427,4062,8
277427,5961,0
277427,8857,0
277427,5790,0
277427,2884,0
277427,1824,0
277427,2384,0
277427,4525,0
277427,3463,0
277427,6334,0
277427,9029,0
277427,10645,0
277427,10998,0
277427,12330,0
277427,9266,0
277427,4260,0
277427,12323,0
277427,1779,7
277427,53,0
277427,2300,0
277427,7693,9
277427,5666,0
277427,3730,0
277427,8241,0
277427,5403,10
277427,7339,8
277427,9264,0
277427,1135,0
277427,4010,0
277427,11908,0
277427,4439,10
277427,2870,0
277427,2441,0
277427,4009,0
277427,10920,0
277427,5385,0
277427,9989,0
277427,2247,0
277427,1495,8
277427,1356,0
277427,10101,10
277427,8691,6
277427,7623,0
277427,7590,0
277427,4551,0
277427,8960,0
277427,14462,0
277427,4128,0
277427,5869,0
277427,5902,0
277427,6231,0
277427,7856,0
277427,7857,9
277427,11128,0
277427,9544,10
277427,1217,10
277427,4703,0
277427,1780,0
277427,13777,9
277427,7370,0
277427,4178,0
277427,1075,0
277427,6405,0
277427,5891,0
277427,8038,0
277427,9294,0
277427,10468,8
277427,1215,0
277427,1875,0
277427,1615,9
277427,9577,5
277427,5873,0
277427,793,0
277427,2747,0
277427,4584,0
277427,767,8
277427,2783,9
277427,1202,8
277427,10587,10
277427,1430,0
277427,5960,0
277427,4935,0
277427,3628,10
277427,7754,8
277427,11457,8
277427,3926,0
277427,1289,0
277427,4071,0
277427,4953,10
277427,3029,0
277427,7550,7
277427,10465,6
277427,6912,0
277427,9816,7
277427,27,0
277427,5583,0
277427,1407,0
277427,4229,0
277434,6079,0
277435,1815,8
277436,2688,10
277436,2689,10
277436,2658,10
277439,412,7
277439,3906,5
277439,2415,5
277439,749,0
277439,6031,7
277439,120,7
277439,7497,0
277453,5252,0
277462,525,10
277466,2915,7
277466,5421,0
277466,2384,0
277466,1014,0
277466,5067,7
277466,3733,0
277466,8384,0
277466,6788,0
277466,6231,0
277466,7068,8
277466,8314,8
277466,1109,0
277466,13396,0
277469,4979,7
277469,1780,9
277470,2193,5
277471,8120,10
277474,5658,5
277478,12778,0
277478,12734,7
277478,5789,0
277478,1303,0
277478,4373,8
277478,4092,0
277478,2530,0
277478,1081,0
277478,14178,0
277478,13878,0
277478,1858,0
277478,1863,0
277478,2438,0
277478,4067,0
277478,11126,0
277478,53,0
277478,19,0
277478,3778,0
277478,5752,0
277478,7866,0
277478,583,0
277478,11435,5
277478,1150,0
277478,3341,0
277478,3577,0
277478,2437,0
277478,10306,0
277478,8566,0
277478,1109,0
277478,669,0
277478,46,0
277478,109,0
277478,5312,0
277478,27,0
277478,8743,8
277502,2982,9
277506,3825,10
277508,4396,8
277509,12835,9
277509,7417,9
277513,1520,0
277513,4106,0
277517,235,8
277517,3663,9
277518,5845,0
277523,7361,10
277523,7359,10
277523,789,10
277523,6033,10
277523,8050,10
277523,3421,10
277523,223,10
277523,1454,10
277523,2888,10
277523,7939,10
